Times,Sea_level
30.9,178.5075289
31,179.5667973
31.1,180.6226317
31.2,181.6698406
31.3,182.7104086
31.4,183.739139
31.5,184.7571614
31.6,185.7609927
31.7,186.7492871
31.8,187.7217911
31.9,188.6732859
32,189.6080218
32.1,190.515772
32.2,191.4062814
32.3,192.2634869
32.4,193.1032898
32.5,193.9033157
32.6,194.6859073
32.7,195.4223066
32.8,196.1411551
32.9,196.8076945
33,197.4562395
33.1,198.0469276
33.2,198.6185804
33.3,199.1276501
33.4,199.6157288
33.5,200.0350921
33.6,200.4293338
33.7,200.7414399
33.8,201.0190935
33.9,201.2083902
34,201.3539648
34.1,201.4261966
34.2,201.4549893
34.3,201.4255826
34.4,201.3545896
34.5,201.2384344
34.6,201.0831954
34.7,200.8938442
34.8,200.6686993
34.9,200.4186588
35,200.1369799
35.1,199.8379673
35.2,199.5123713
35.3,199.1755224
35.4,198.8179954
35.5,198.4535383
35.6,198.0740088
35.7,197.6905418
35.8,197.2970718
35.9,196.9020693
36,196.5025571
36.1,196.1034598
36.2,195.7057737
36.3,195.3100526
36.4,194.9220928
36.5,194.5372662
36.6,194.1670268
36.7,193.8006778
36.8,193.4563103
36.9,193.1160631
37,192.805621
37.1,192.4984739
37.2,192.2251079
37.3,191.9536445
37.4,191.716593
37.5,191.4799907
37.6,191.2786645
37.7,191.0773383
37.8,190.9103716
37.9,190.7444685
38,190.6113181
38.1,190.4808186
38.2,190.381652
38.3,190.286817
38.4,190.2220611
38.5,190.1634336
38.6,190.1337762
38.7,190.1121845
38.8,190.1185795
38.9,190.1351447
39,190.1787505
39.1,190.234793
39.2,190.3157871
39.3,190.4109873
39.4,190.5282122
39.5,190.6607114
39.6,190.8125549
39.7,190.9805523
39.8,191.1654765
39.9,191.3672823
40,191.5838405
40.1,191.8178703
40.2,192.064703
40.3,192.3294728
40.4,192.605304
40.5,192.8994257
40.6,193.2030592
40.7,193.5252363
40.8,193.8555528
40.9,194.2045765
41,194.5605306
41.1,194.9352757
41.2,195.3158934
41.3,195.7153153
41.4,196.1196915
41.5,196.542823
41.6,196.9701197
41.7,197.4160679
41.8,197.8655122
41.9,198.3334561
42,198.8043384
42.1,199.2935259
42.2,199.7850793
42.3,200.2938405
42.4,200.8042133
42.5,201.3280953
42.6,201.8529525
42.7,202.3871315
42.8,202.9217825
42.9,203.4615516
43,204.0013917
43.1,204.542108
43.2,205.0825829
43.3,205.6196153
43.4,206.1561855
43.5,206.6848623
43.6,207.2129697
43.7,207.7285628
43.8,208.2436347
43.9,208.7415045
44,209.2390882
44.1,209.7144542
44.2,210.1898203
44.3,210.6377695
44.4,211.0855361
44.5,211.5011695
44.6,211.9158533
44.7,212.2936028
44.8,212.6692565
44.9,213.0031114
45,213.3332428
45.1,213.6183485
45.2,213.8977045
45.3,214.137705
45.4,214.370857
45.5,214.5727732
45.6,214.7675333
45.7,214.9384549
45.8,215.1023673
45.9,215.2491141
46,215.3895059
46.1,215.5186893
46.2,215.6427235
46.3,215.7608049
46.4,215.8755301
46.5,215.9888765
46.6,216.1012769
46.7,216.2162148
46.8,216.3332583
46.9,216.4561265
47,216.5848131
47.1,216.7220163
47.2,216.8694271
47.3,217.0274192
47.4,217.2005938
47.5,217.3839866
47.6,217.5849013
47.7,217.7936244
47.8,218.0183545
47.9,218.2487739
48,218.4931955
48.1,218.7415557
48.2,219.0016614
48.3,219.2642874
48.4,219.5361639
48.5,219.8094481
48.6,220.0892537
48.7,220.3696427
48.8,220.653585
48.9,220.9375661
49,221.2218804
49.1,221.5059683
49.2,221.7868957
49.3,222.0676193
49.4,222.3413854
49.5,222.6151515
49.6,222.8782681
49.7,223.1412629
49.8,223.3910813
49.9,223.6401675
50,223.8738535
50.1,224.1059158
50.2,224.3205771
50.3,224.5324228
50.4,224.725092
50.5,224.9134338
50.6,225.0810523
50.7,225.2424923
50.8,225.3818936
50.9,225.5129052
51,225.6207975
51.1,225.7177077
51.2,225.7906558
51.3,225.849626
51.4,225.8840322
51.5,225.9010383
51.6,225.8931216
51.7,225.863933
51.8,225.8097075
51.9,225.729865
52,225.6251049
52.1,225.4898717
52.2,225.3296548
52.3,225.1329617
52.4,224.9102561
52.5,224.6423085
52.6,224.3462839
52.7,223.9924712
52.8,223.6091023
52.9,223.1547499
53,222.6716559
53.1,222.1103808
53.2,221.5194888
53.3,220.8427155
53.4,220.1321792
53.5,219.3267415
53.6,218.4781619
53.7,217.5254097
53.8,216.5180853
53.9,215.4114094
54,214.2548863
54.1,213.0375167
54.2,211.7878823
54.3,210.5139426
54.4,209.2390692
54.5,207.9638012
54.6,206.7337118
54.7,205.5124503
54.8,204.3952302
54.9,203.2917201
55,202.3324888
55.1,201.3924061
55.2,200.5810733
55.3,199.7904862
55.4,199.1036087
55.5,198.4353663
55.6,197.8530939
55.7,197.2856448
55.8,196.7910038
55.9,196.3069169
56,195.8851933
56.1,195.4700489
56.2,195.108299
56.3,194.7499093
56.4,194.4370781
56.5,194.1254015
56.6,193.8569326
56.7,193.5884637
56.8,193.3630853
56.9,193.1384383
57,192.9551391
57.1,192.7744555
57.2,192.6339302
57.3,192.4979885
57.4,192.4014934
57.5,192.3117199
57.6,192.2610879
57.7,192.2195773
57.8,192.2169096
57.9,192.2260231
58,192.2700365
58.1,192.3274089
58.2,192.4137727
58.3,192.5138549
58.4,192.6377168
58.5,192.7752854
58.6,192.9320955
58.7,193.1022739
58.8,193.287761
58.9,193.4859724
59,193.6961043
59.1,193.9180285
59.2,194.148974
59.3,194.3905059
59.4,194.6385995
59.5,194.8958107
59.6,195.1575208
59.7,195.4266297
59.8,195.6985607
59.9,195.9759888
60,196.254894
60.1,196.5372192
60.2,196.8199518
60.3,197.1038143
60.4,197.3872638
60.5,197.6693217
60.6,197.9503819
60.7,198.227268
60.8,198.5028045
60.9,198.7710828
61,199.037912
61.1,199.2941277
61.2,199.5492474
61.3,199.7921919
61.4,200.0346049
61.5,200.2654702
61.6,200.4962866
61.7,200.7162859
61.8,200.9362852
61.9,201.1468918
62,201.3571496
62.1,201.5593787
62.2,201.7609399
62.3,201.9556929
62.4,202.1495319
62.5,202.3376526
62.6,202.5246808
62.7,202.7069625
62.8,202.8880364
62.9,203.065228
63,203.2411559
63.1,203.4138997
63.2,203.5853528
63.3,203.7538969
63.4,203.9209989
63.5,204.085339
63.6,204.2480251
63.7,204.408095
63.8,204.5662878
63.9,204.7220104
64,204.8756196
64.1,205.0269067
64.2,205.1758293
64.3,205.3225814
64.4,205.4667007
64.5,205.6088069
64.6,205.7479929
64.7,205.8853303
64.8,206.0194391
64.9,206.1518728
65,206.2807459
65.1,206.4081286
65.2,206.5315929
65.3,206.6537646
65.4,206.7716318
65.5,206.8884194
65.6,207.0004852
65.7,207.1117022
65.8,207.2177461
65.9,207.3231921
66,207.4229767
66.1,208.0944546
66.2,208.2213917
66.3,208.3552839
66.4,208.4971082
66.5,208.6440698
66.6,208.7975854
66.7,208.9596122
66.8,209.1268861
66.9,209.3003813
67,209.4831198
67.1,209.6712848
67.2,209.8653724
67.3,210.0693405
67.4,210.2786969
67.5,210.4934399
67.6,210.7183321
67.7,210.9486027
67.8,211.1842143
67.9,211.4294177
68,211.6805469
68.1,211.9370484
68.2,212.2026889
68.3,212.4749073
68.4,212.7526079
68.5,213.0390765
68.6,213.3329067
68.7,213.6324101
68.8,213.9403692
68.9,214.2566362
69,214.5788529
69.1,214.9092463
69.2,215.2490928
69.3,215.5952315
69.4,215.9492232
69.5,216.3131611
69.6,216.6827161
69.7,217.0583628
69.8,217.4426609
69.9,217.831362
70,218.2243965
70.1,218.6244233
70.2,219.027737
70.3,219.4341931
70.4,219.8452314
70.5,220.2587195
70.6,220.6741781
70.7,221.0921307
70.8,221.5114216
70.9,221.931523
71,222.3523419
71.1,222.7731016
71.2,223.1935161
71.3,223.6131736
71.4,224.0310761
71.5,224.4474751
71.6,224.8619342
71.7,225.2726325
71.8,225.6806586
71.9,226.0858445
72,226.4849409
72.1,226.880329
72.2,227.2720247
72.3,227.6575843
72.4,228.0397479
72.5,228.4189313
72.6,228.7937356
72.7,229.1657175
72.8,229.5355552
72.9,229.9025272
73,230.2674328
73.1,230.6310086
73.2,230.9930111
73.3,231.3538818
73.4,231.7142235
73.5,232.0740804
73.6,232.43392
73.7,232.7940252
73.8,233.1545431
73.9,233.5163434
74,233.879205
74.1,234.2431944
74.2,234.6099603
74.3,234.978592
74.4,235.3491369
74.5,235.723664
74.6,236.1011255
74.7,236.481323
74.8,236.8665046
74.9,237.2559281
75,237.6489004
75.1,238.0475483
75.2,238.4505096
75.3,238.8561346
75.4,239.2647053
75.5,239.674868
75.6,240.085458
75.7,240.4960741
75.8,240.9050287
75.9,241.3121748
76,241.7169628
76.1,242.1162937
76.2,242.5115738
76.3,242.9026289
76.4,243.2838761
76.5,243.6588138
76.6,244.0273157
76.7,244.3827746
76.8,244.7287992
76.9,245.0661085
77,245.3876495
77.1,245.6960562
77.2,245.9934353
77.3,246.2726995
77.4,246.5346103
77.5,246.7831409
77.6,247.0115401
77.7,247.217867
77.8,247.4084134
77.9,247.5770857
78,247.7184943
78.1,247.8419893
78.2,247.9426884
78.3,248.0159065
78.4,248.0737758
78.5,248.1140958
78.6,248.1300317
78.7,248.132114
78.8,248.1190061
78.9,248.0794333
79,248.0244182
79.1,247.9535457
79.2,247.85076
79.3,247.729716
79.4,247.590241
79.5,247.4136799
79.6,247.213574
79.7,246.9909411
79.8,246.7256908
79.9,246.4312543
80,246.1115296
80.1,245.7508682
80.2,245.3582761
80.3,244.9400517
80.4,244.4833769
80.5,243.989764
80.6,243.4686311
80.7,242.9106553
80.8,242.3074613
80.9,241.6732152
81,241.0040509
81.1,240.287703
81.2,239.551339
81.3,238.796974
81.4,238.0262687
81.5,237.2544969
81.6,236.4853812
81.7,235.7275317
81.8,234.9940304
81.9,234.2838566
82,233.6036844
82.1,232.9822223
82.2,232.4019988
82.3,231.8632113
82.4,231.3929228
82.5,230.9589372
82.6,230.5578963
82.7,230.2058455
82.8,229.8851892
82.9,229.5889712
83,229.3272384
83.1,229.0905751
83.2,228.8712519
83.3,228.6750947
83.4,228.4969723
83.5,228.329997
83.6,228.1768828
83.7,228.0343418
83.8,227.8976075
83.9,227.7675269
84,227.6451327
84.1,227.5278653
84.2,227.4172921
84.3,227.3160674
84.4,227.2208166
84.5,227.1328168
84.6,227.0561042
84.7,226.9862998
84.8,226.9242428
84.9,226.8757269
85,226.8351517
85.1,226.8027529
85.2,226.7865055
85.3,226.7793415
85.4,226.7813088
85.5,226.8012391
85.6,226.8321175
85.7,226.8733973
85.8,226.9341107
85.9,227.0081547
86,227.0939648
86.1,227.2004832
86.2,227.322643
86.3,227.4577434
86.4,227.6144182
86.5,227.7893771
86.6,227.9786421
86.7,228.1904723
86.8,228.4238448
86.9,228.6732069
87,228.9461456
87.1,229.2447173
87.2,229.5613412
87.3,229.9024221
87.4,230.2743514
87.5,230.666855
87.6,231.0843481
87.7,231.539426
87.8,232.0181666
87.9,232.5217703
88,233.0717028
88.1,233.6479668
88.2,234.2506875
88.3,234.896401
88.4,235.5711695
88.5,236.2712835
88.6,237.0070053
88.7,237.7761256
88.8,238.5699645
88.9,239.3922953
89,240.2535422
89.1,241.1394976
89.2,242.0504032
89.3,243.0000422
89.4,243.9787268
89.5,244.9832134
89.6,246.0185859
89.7,247.0930915
89.8,248.193735
89.9,249.3182248
90,250.4635121
90.1,251.6086371
90.2,252.7441237
90.3,253.8638981
90.4,254.9359299
90.5,255.9620414
90.6,256.9387793
90.7,257.8427188
90.8,258.6486647
90.9,259.3795773
91,260.0266721
91.1,260.5319489
91.2,260.9505744
91.3,261.2794388
91.4,261.4234717
91.5,261.4555355
91.6,261.3725933
91.7,261.0370813
91.8,260.5586041
91.9,259.9457782
92,259.1768141
92.1,258.345157
92.2,257.4828428
92.3,256.6143117
92.4,255.7808535
92.5,254.9751446
92.6,254.2001255
92.7,253.4824986
92.8,252.8020412
92.9,252.1592958
93,251.5868663
93.1,251.067153
93.2,250.5950799
93.3,250.2026315
93.4,249.8838351
93.5,249.6239751
93.6,249.4538583
93.7,249.3782377
93.8,249.3623759
93.9,249.4208001
94,249.5429161
94.1,249.6975492
94.2,249.8875483
94.3,250.1031323
94.4,250.3254805
94.5,250.5520317
94.6,250.7651468
94.7,250.9656515
94.8,251.1508408
94.9,251.3051682
95,251.4392415
95.1,251.5520049
95.2,251.618331
95.3,251.6557712
95.4,251.663869
95.5,251.6090026
95.6,251.5149061
95.7,251.3838705
95.8,251.1908802
95.9,250.9599081
96,250.6963859
96.1,250.3822664
96.2,250.0318992
96.3,249.6532066
96.4,249.2335596
96.5,248.779054
96.6,248.2997531
96.7,247.7877262
96.8,247.2418474
96.9,246.6740939
97,246.0806844
97.1,245.454004
97.2,244.8076476
97.3,244.1415528
97.4,243.4391252
97.5,242.7152698
97.6,241.9695161
97.7,241.1878165
97.8,240.3764397
97.9,239.5394294
98,238.6683179
98.1,237.7556015
98.2,236.8121951
98.3,235.8369263
98.4,234.8066827
98.5,233.7369733
98.6,232.6278875
98.7,231.4699804
98.8,230.2476537
98.9,228.9756708
99,227.6527641
99.1,226.269338
99.2,224.8328832
99.3,223.3639297
99.4,221.8682148
99.5,220.3512035
99.6,218.8229998
99.7,217.297008
99.8,215.7796689
99.9,214.2772619
100,212.8110992
100.1,211.3820762
100.2,209.9892206
100.3,208.6324557
100.4,207.3233341
100.5,206.0473154
100.6,204.8002495
100.7,203.5808213
100.8,202.4014225
100.9,201.2456215
101,200.1125226
101.1,199.0051424
101.2,197.9263825
101.3,196.8666158
101.4,195.8252572
101.5,194.8094938
101.6,193.8129968
101.7,192.8323048
101.8,191.8691078
101.9,190.9277416
102,189.9997611
102.1,189.0847973
102.2,188.1884191
102.3,187.305291
102.4,186.4330293
102.5,185.5736077
102.6,184.7283357
102.7,183.8920489
102.8,183.064508
102.9,182.2505245
103,181.444195
103.1,180.6449876
103.2,179.8552792
103.3,179.0734632
103.4,178.2973053
103.5,177.5274758
103.6,176.7651876
103.7,176.0072172
103.8,175.2534176
103.9,174.5057634
104,173.7617451
104.1,173.0212963
104.2,172.286568
104.3,171.5580426
104.4,170.8346441
104.5,170.1178463
104.6,169.4107505
104.7,168.7105007
104.8,168.0172601
104.9,167.3377565
105,166.6670174
105.1,166.0050755
105.2,165.3578095
105.3,164.7232671
105.4,164.0993927
105.5,163.4907052
105.6,162.8994259
105.7,162.320777
105.8,161.7574626
105.9,161.2169414
106,160.6910238
106.1,160.1802049
106.2,159.6974586
106.3,159.2308687
106.4,158.7804823
106.5,158.3598186
106.6,157.9591225
106.7,157.5765287
106.8,157.2249395
106.9,156.8982426
107,156.5919913
107.1,156.3184723
107.2,156.0756329
107.3,155.8560818
107.4,155.6714125
107.5,155.5242721
107.6,155.4036362
107.7,155.3199415
107.8,155.2762072
107.9,155.2565274
108,155.2663827
108.1,155.3100267
108.2,155.3726459
108.3,155.4572454
108.4,155.5697139
108.5,155.6967806
108.6,155.8397241
108.7,156.0048457
108.8,156.1807109
108.9,156.3674707
109,156.5708485
109.1,156.7817074
109.2,156.9999808
109.3,157.2309716
109.4,157.4688102
109.5,157.7130813
109.6,157.9680349
109.7,158.2296046
109.8,158.496831
109.9,158.7729056
110,159.0552998
110.1,159.3426173
110.2,159.6371427
110.3,159.9376181
110.4,160.2423216
110.5,160.5527784
110.6,160.8687361
110.7,161.18826
110.8,161.5122598
110.9,161.8412262
111,162.1731258
111.1,162.5083923
111.2,162.8480005
111.3,163.1899333
111.4,163.5342839
111.5,163.8822558
111.6,164.2319634
111.7,164.5833911
111.8,164.9380027
111.9,165.2955517
112,165.6561038
112.1,166.0235022
112.2,166.3971413
112.3,166.7764729
112.4,167.1661518
112.5,167.5661342
112.6,167.9746248
112.7,168.396404
112.8,168.8334683
112.9,169.2820503
113,169.7462253
113.1,170.2318115
113.2,170.7321944
113.3,171.2496978
113.4,171.7961889
113.5,172.3611131
113.6,172.9448618
113.7,173.5646909
113.8,174.2082226
113.9,174.8747973
114,175.5792596
114.1,176.3128933
114.2,177.0659468
114.3,177.8383661
114.4,178.6182249
114.5,179.3964032
114.6,180.169576
114.7,180.9182844
114.8,181.6435132
114.9,182.3431617
115,182.9877079
115.1,183.5821431
115.2,184.1300155
115.3,184.6013251
115.4,184.9882181
115.5,185.3094086
115.6,185.5383217
115.7,185.6645578
115.8,185.7288325
115.9,185.7179203
116,185.6154515
116.1,185.4595931
116.2,185.2403267
116.3,184.9306271
116.4,184.568279
116.5,184.1468142
116.6,183.6288754
116.7,183.0549186
116.8,182.4234861
116.9,181.6844848
117,180.8778594
117.1,180.0025434
117.2,179.0217118
117.3,177.9371743
117.4,176.7615257
117.5,175.4863722
117.6,174.053981
117.7,172.5147878
117.8,170.879676
117.9,169.1562466
118,167.3485011
118.1,165.4712289
118.2,163.5545692
118.3,161.6129228
118.4,159.6614404
118.5,157.7154737
118.6,155.8035569
118.7,153.9387672
118.8,152.1232872
118.9,150.3555116
119,148.631035
119.1,146.9569139
119.2,145.3160292
119.3,143.7039691
119.4,142.1176949
119.5,140.557432
119.6,139.0198133
119.7,137.4968645
119.8,135.9863161
119.9,134.4862862
120,132.9951492
120.1,131.5068879
120.2,130.0195206
120.3,128.5311394
120.4,127.0381273
120.5,125.5472886
120.6,124.0636377
120.7,122.5917848
120.8,121.1450745
120.9,119.7299293
121,118.347883
121.1,117.0028373
121.2,115.7159495
121.3,114.4903697
121.4,113.3167587
121.5,112.1941554
121.6,111.1397646
121.7,110.1258871
121.8,109.1465801
121.9,108.2053519
122,107.3017121
122.1,106.4202132
122.2,105.5593332
122.3,104.7261873
122.4,103.9064451
122.5,103.0982984
122.6,102.3036674
122.7,101.5227993
122.8,100.7538606
122.9,100.0006173
123,99.27224967
123.1,98.56193546
123.2,97.8701914
123.3,97.21648102
123.4,96.58739483
123.5,95.98309068
123.6,95.42226251
123.7,94.89798298
123.8,94.40489504
123.9,93.95985923
124,93.56520709
124.1,93.2083742
124.2,92.9038529
124.3,92.66232082
124.4,92.46007956
124.5,92.30576761
124.6,92.21203151
124.7,92.15335456
124.8,92.13529798
124.9,92.17564875
125,92.24853807
125.1,92.35730997
125.2,92.52411008
125.3,92.72256458
125.4,92.95377276
125.5,93.24505713
125.6,93.56862841
125.7,93.92472661
125.8,94.3400431
125.9,94.78970443
126,95.2719179
126.1,95.80826942
126.2,96.38411071
126.3,96.99372113
126.4,97.65315777
126.5,98.36096937
126.6,99.10585936
126.7,99.89595121
126.8,100.7489127
126.9,101.6445202
127,102.5836705
127.1,103.5872914
127.2,104.6346338
127.3,105.7193832
127.4,106.8441354
127.5,108.0168321
127.6,109.2189739
127.7,110.449352
127.8,111.7118442
127.9,113.0041086
128,114.3166021
128.1,115.64789
128.2,117.0000593
128.3,118.3672263
128.4,119.7423598
128.5,121.1225995
128.6,122.5034883
128.7,123.8777852
128.8,125.2424549
128.9,126.5946283
129,127.9245014
129.1,129.2266403
129.2,130.5020179
129.3,131.7482118
129.4,132.9471947
129.5,134.100712
129.6,135.2121749
129.7,136.2797543
129.8,137.2689387
129.9,138.2057459
130,139.0898619
130.1,139.90019
130.2,140.631283
130.3,141.3021408
130.4,141.9021303
130.5,142.394071
130.6,142.8180111
130.7,143.1673335
130.8,143.3745491
130.9,143.4883503
131,143.487239
131.1,143.2468474
131.2,142.8323226
131.3,142.215108
131.4,141.1225804
131.5,139.7316404
131.6,139.0246844
131.7,137.5587283
131.8,136.078948
131.9,134.6387344
132,133.2854593
132.1,132.0858593
132.2,131.0582119
132.3,130.1547873
132.4,129.3676352
132.5,128.7196187
132.6,128.2171987
132.7,127.824423
132.8,127.5397996
132.9,127.4186035
133,127.3968787
133.1,127.4640895
133.2,127.6404978
133.3,127.9271275
133.4,128.2908542
133.5,128.731615
133.6,129.2923888
133.7,129.9323901
133.8,130.6461269
133.9,131.437746
134,132.3164924
134.1,133.2472953
134.2,134.2256514
134.3,135.2484673
134.4,136.3151029
134.5,137.4034183
134.6,138.5078406
134.7,139.622791
134.8,140.7435731
134.9,141.8656184
135,142.9871263
135.1,144.1064827
135.2,145.2202082
135.3,146.3252289
135.4,147.4207041
135.5,148.5049993
135.6,149.57428
135.7,150.6222961
135.8,151.6515982
135.9,152.6622002
136,153.6535729
136.1,154.6250721
136.2,155.5862784
136.3,156.5392586
136.4,157.4859811
136.5,158.4292857
136.6,159.3739387
136.7,160.3218676
136.8,161.2750005
136.9,162.2414927
137,163.2209345
137.1,164.215354
137.2,165.226532
137.3,166.2556376
137.4,167.2762588
137.5,168.2761143
137.6,169.2438422
137.7,170.1371827
137.8,170.9501781
137.9,171.677409
138,172.3112137
138.1,172.7767466
138.2,173.1472523
138.3,173.4321061
138.4,173.6211192
138.5,173.7218457
138.6,173.7667512
138.7,173.7588026
138.8,173.6746339
138.9,173.5468791
139,173.3776087
139.1,173.1556606
139.2,172.8825902
139.3,172.5725648
139.4,172.2259204
139.5,171.8223109
139.6,171.3824935
139.7,170.9076269
139.8,170.3904957
139.9,169.8264007
140,169.2322223
140.1,168.6096299
140.2,167.9529978
140.3,167.2715664
140.4,166.5722039
140.5,165.8566854
140.6,165.122792
140.7,164.3798763
140.8,163.6305324
140.9,162.8764634
141,162.1191042
141.1,161.3607168
141.2,160.6018134
141.3,159.8430634
141.4,159.0861167
141.5,158.3314365
141.6,157.5795436
141.7,156.8319844
141.8,156.0907242
141.9,155.3551363
142,154.6257604
142.1,153.9058613
142.2,153.1961808
142.3,152.4945912
142.4,151.8008523
142.5,151.1170298
142.6,150.4395587
142.7,149.7671938
142.8,149.0995506
142.9,148.4374017
143,147.7777922
143.1,147.1202845
143.2,146.4645252
143.3,145.8094377
143.4,145.1539946
143.5,144.497766
143.6,143.8394983
143.7,143.1780199
143.8,142.5132742
143.9,141.844884
144,141.1706541
144.1,140.4933149
144.2,139.8139188
144.3,139.1330726
144.4,138.452212
144.5,137.7727007
144.6,137.0951455
144.7,136.4208427
144.8,135.752442
144.9,135.089431
145,134.4324154
145.1,133.7846547
145.2,133.1476451
145.3,132.5201479
145.4,131.9027575
145.5,131.3023886
145.6,130.7162273
145.7,130.1433602
145.8,129.5854386
145.9,129.0493145
146,128.5282954
146.1,128.0226634
146.2,127.5381691
146.3,127.0755978
146.4,126.6305881
146.5,126.2034744
146.6,125.8064435
146.7,125.4304527
146.8,125.0750656
146.9,124.7460347
147,124.4490271
